daily_energy_kwh,budget_million_xaf,avg_cost,lifespan,install_type,label
5.293748547568357,1.1479825799389474,484240.3240050085,10,0,mppt
13.471849550363785,1.3631084011565238,375363.734582283,15,0,mppt
4.120122206319573,0.16967407522400574,245747.3176400321,15,1,pwm
2.0636254123720414,0.8337561577177371,475440.126317891,10,1,pwm
3.2992986182243285,0.14596960071742865,365121.23455029435,20,1,pwm
18.66971087954856,0.7557733630341021,437733.4196797351,5,0,mppt
11.483266775851476,1.3393959607356605,406340.9216148037,10,1,mppt
16.13056973411333,0.6062263729884335,251655.72630903695,5,0,mppt
7.320435517195973,1.4054305895129005,291480.88034031424,5,0,mppt
12.260514309823487,0.982851860310853,174452.86174723977,20,1,mppt
10.40409054039484,1.407817481310209,216805.64017629361,20,1,mppt
18.969021228643587,1.1600332755775276,411250.2645146087,15,1,mppt
15.203918085028096,0.2448092333082672,457591.3567532433,20,0,pwm
14.880309998435003,0.42361191458774783,389784.16930056474,15,1,mppt
1.880712119251311,0.6518386364169086,286069.47866265534,10,0,pwm
11.443723711070131,0.3381496348169064,134603.70757589902,5,1,pwm
9.872837624134482,0.7928762466873247,122779.1794793793,20,0,mppt
18.629003065517697,0.7599154179820867,249730.22584514154,10,1,mppt
5.889497775601113,1.4387628772383338,285528.68750706525,15,1,mppt
6.126835612530792,0.7072190360543688,343648.24888531875,20,0,mppt
8.815578728748507,1.1998775260031969,102595.80855479889,5,0,mppt
5.624024554721145,1.4186747627920717,495889.15618652257,10,1,mppt
3.4544944383662406,1.3277843633635797,245575.55336161717,20,0,pwm
17.290882086365215,0.3921346743162285,439237.86552044854,20,0,pwm
11.6072539636744,0.7944418519549619,313986.6822661618,10,0,mppt
17.365891660174768,0.586835695214296,152175.7818133386,15,0,mppt
16.791560542670222,0.6598021731921017,419026.22101380874,15,1,mppt
6.358804741003751,0.6051295567440517,383930.8299679504,20,0,mppt
11.407011442161206,1.2569028942450058,310974.4339716912,15,1,mppt
2.5811363520613386,0.7329946771714264,305821.236533512,15,1,pwm
18.38978579658441,0.8331720651425634,134991.8423003712,10,1,mppt
8.680991586237909,1.4754262998659045,362339.57942954963,15,0,mppt
8.479847493891405,0.183970981068123,464498.0623017199,15,1,pwm
6.752352041741111,0.7831406957070483,137297.96768854334,10,1,mppt
9.752611149503373,1.1836863897245626,205404.58025956195,20,1,mppt
